group,TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
A,95,Training,27,Tom moved the fox with the watering can,moved,fox,watering can,Sentence,1,Mod,3,tomfoxwateringcan_nopauses.mp3,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,tomfoxwateringcanmodright.png,tomfoxwateringcaninstleft.png,1,mod,inst,R,L,475,2924,0.6080866,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxwateringcan_nopauses.mp3?raw=true
A,96,Training,27,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,wateringcan.png,pan.png,pan.png,wateringcan.png,2,incongruent,congruent,NA,NA,1,1544,0.6080866,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,97,Training,11,Tom located the buffalo with the feather,located,buffalo,feather,Sentence,1,Mod,11,tombuffalofeather_nopauses.mp3,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,tombuffalofeathermodright.png,tombuffalofeatherinstleft.png,1,mod,inst,R,L,541,2887,0.617305162,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalofeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalofeather_nopauses.mp3?raw=true
A,98,Training,11,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,feather.png,grass.png,grass.png,feather.png,2,incongruent,congruent,NA,NA,1,1544,0.617305162,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,99,Training,40,Kate chose the lion with the tape,chose,lion,tape,Sentence,1,Mod,4,kateliontape_nopauses.mp3,kateliontapemodright.png,kateliontapeinstleft.png,kateliontapemodright.png,kateliontapeinstleft.png,1,mod,inst,R,L,341,2044,0.622685965,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateliontapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateliontape_nopauses.mp3?raw=true
A,100,Training,40,What did Kate use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,tape.png,stickynote.png,stickynote.png,tape.png,2,incongruent,congruent,NA,NA,1,1405,0.622685965,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,101,Training,5,Tom located the frog with the grass,located,frog,grass,Sentence,1,Mod,5,tomfroggrass_nopauses.mp3,tomfroggrassmodright.png,tomfroggrassinstleft.png,tomfroggrassmodright.png,tomfroggrassinstleft.png,1,mod,inst,R,L,567,2898,0.65737646,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfroggrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfroggrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfroggrass_nopauses.mp3?raw=true
A,102,Training,5,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,grass.png,feather.png,grass.png,feather.png,1,congruent,congruent,NA,NA,1,1544,0.65737646,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,103,Training,25,Tom moved the dolphin with the watering can,moved,dolphin,watering can,Sentence,1,Mod,1,tomdolphinwateringcan_nopauses.mp3,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,tomdolphinwateringcanmodright.png,tomdolphinwateringcaninstleft.png,1,mod,inst,R,L,487,2883,0.667766,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomdolphinwateringcaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomdolphinwateringcan_nopauses.mp3?raw=true
A,104,Training,25,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,wateringcan.png,pan.png,wateringcan.png,pan.png,1,congruent,incongruent,NA,NA,1,1544,0.667766,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,105,Training,30,Kate moved the turtle with the watering can,moved,turtle,watering can,Sentence,1,Mod,6,kateturtlewateringcan_nopauses.mp3,kateturtlewateringcanmodleft.png,kateturtlewateringcaninstright.png,kateturtlewateringcaninstright.png,kateturtlewateringcanmodleft.png,2,inst,mod,L,R,420,2860,0.674772398,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlewateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kateturtlewateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kateturtlewateringcan_nopauses.mp3?raw=true
A,106,Training,30,What did Kate use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,wateringcan.png,pan.png,wateringcan.png,pan.png,1,congruent,incongruent,NA,NA,1,1405,0.674772398,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,107,Training,62,Kate inspected the cow with the stick,inspected,cow,stick,Sentence,1,Mod,2,katecowstick_nopauses.mp3,katecowstickmodright.png,katecowstickinstleft.png,katecowstickmodright.png,katecowstickinstleft.png,1,mod,inst,R,L,367,2495,0.759431361,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowstickmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katecowstickinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katecowstick_nopauses.mp3?raw=true
A,108,Training,62,What did Kate use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,stick.png,chopsticks.png,stick.png,chopsticks.png,1,congruent,incongruent,NA,NA,1,1405,0.759431361,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,109,Training,48,Kate chose the hawk with the sticky note,chose,hawk,sticky note,Sentence,1,Mod,12,katehawkstickynote_nopauses.mp3,katehawkstickynotemodright.png,katehawkstickynoteinstleft.png,katehawkstickynotemodright.png,katehawkstickynoteinstleft.png,1,mod,inst,R,L,460,2482,0.762864244,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkstickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katehawkstickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katehawkstickynote_nopauses.mp3?raw=true
A,110,Training,48,What did Kate use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,stickynote.png,tape.png,tape.png,stickynote.png,2,incongruent,congruent,NA,NA,1,1405,0.762864244,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,111,Training,32,Kate moved the girl with the pan,moved,girl,pan,Sentence,1,Mod,8,kategirlpan_nopauses.mp3,kategirlpanmodleft.png,kategirlpaninstright.png,kategirlpaninstright.png,kategirlpanmodleft.png,2,inst,mod,L,R,391,2329,0.764748624,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlpanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlpan_nopauses.mp3?raw=true
A,112,Training,32,What did Kate use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,pan.png,wateringcan.png,wateringcan.png,pan.png,2,incongruent,congruent,NA,NA,1,1405,0.764748624,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,113,Training,53,Tom glanced at the frog with the jewel,glanced at,frog,jewel,Sentence,1,Mod,5,tomfrogjewel_nopauses.mp3,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,1,mod,inst,R,L,594,2626,0.766312097,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfrogjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfrogjewel_nopauses.mp3?raw=true
A,114,Training,53,What did Tom use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,jewel.png,crystal.png,jewel.png,crystal.png,1,congruent,incongruent,NA,NA,1,1544,0.766312097,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,115,Training,16,Kate felt the lion with the leaf,felt,lion,leaf,Sentence,1,Mod,4,katelionleaf_nopauses.mp3,katelionleafmodright.png,katelionleafinstleft.png,katelionleafmodright.png,katelionleafinstleft.png,1,mod,inst,R,L,350,1959,0.775409017,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/katelionleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/katelionleaf_nopauses.mp3?raw=true
A,116,Training,16,What did Kate use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,leaf.png,pillow.png,pillow.png,leaf.png,2,incongruent,congruent,NA,NA,1,1405,0.775409017,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,117,Training,43,Tom chose the pig with the sticky note,chose,pig,sticky note,Sentence,1,Mod,7,tompigstickynote_nopauses.mp3,tompigstickynotemodleft.png,tompigstickynoteinstright.png,tompigstickynoteinstright.png,tompigstickynotemodleft.png,2,inst,mod,L,R,537,2517,0.775650871,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigstickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tompigstickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tompigstickynote_nopauses.mp3?raw=true
A,118,Training,43,What did Tom use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,stickynote.png,tape.png,tape.png,stickynote.png,2,incongruent,congruent,NA,NA,1,1544,0.775650871,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,119,Training,71,Tom inspected the buffalo with the chopsticks,inspected,buffalo,chopsticks,Sentence,1,Mod,11,tombuffalochopsticks_nopauses.mp3,tombuffalochopsticksmodleft.png,tombuffalochopsticksinstright.png,tombuffalochopsticksinstright.png,tombuffalochopsticksmodleft.png,2,inst,mod,L,R,587,3362,0.821267121,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalochopsticksinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalochopsticksmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalochopsticks_nopauses.mp3?raw=true
A,120,Training,71,What did Tom use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,chopsticks.png,stick.png,stick.png,chopsticks.png,2,incongruent,congruent,NA,NA,1,1544,0.821267121,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,121,Training,9,Tom located the whale with the feather,located,whale,feather,Sentence,1,Mod,9,tomwhalefeather_nopauses.mp3,tomwhalefeathermodright.png,tomwhalefeatherinstleft.png,tomwhalefeathermodright.png,tomwhalefeatherinstleft.png,1,mod,inst,R,L,551,2683,0.823828301,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalefeathermodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalefeatherinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalefeather_nopauses.mp3?raw=true
A,122,Training,9,What did Tom use?,located,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,feather.png,grass.png,feather.png,grass.png,1,congruent,incongruent,NA,NA,1,1544,0.823828301,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,123,Training,15,Tom felt the fox with the leaf,felt,fox,leaf,Sentence,1,Mod,3,tomfoxleaf_nopauses.mp3,tomfoxleafmodleft.png,tomfoxleafinstright.png,tomfoxleafinstright.png,tomfoxleafmodleft.png,2,inst,mod,L,R,538,1964,0.829585196,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxleafinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxleafmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxleaf_nopauses.mp3?raw=true
A,124,Training,15,What did Tom use?,felt,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,leaf.png,pillow.png,pillow.png,leaf.png,2,incongruent,congruent,NA,NA,1,1544,0.829585196,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/leaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,125,Training,35,Tom moved the buffalo with the pan,moved,buffalo,pan,Sentence,1,Mod,11,tombuffalopan_nopauses.mp3,tombuffalopanmodright.png,tombuffalopaninstleft.png,tombuffalopanmodright.png,tombuffalopaninstleft.png,1,mod,inst,R,L,521,2486,0.843972371,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tombuffalopaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tombuffalopan_nopauses.mp3?raw=true
A,126,Training,35,Which toy did Tom move?,moved,NA,NA,Question_Congruent,1,Mod,,whichtoytommove.mp3,buffalopan.png,buffalowateringcan.png,buffalowateringcan.png,buffalopan.png,2,incongruent,congruent,NA,NA,1,1939,0.843972371,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/buffalowateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/buffalopan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whichtoytommove.mp3?raw=true
A,127,Training,63,Tom inspected the fox with the stick,inspected,fox,stick,Sentence,1,Mod,3,tomfoxstick_nopauses.mp3,tomfoxstickmodleft.png,tomfoxstickinstright.png,tomfoxstickinstright.png,tomfoxstickmodleft.png,2,inst,mod,L,R,504,2674,0.883813247,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomfoxstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomfoxstick_nopauses.mp3?raw=true
A,128,Training,63,What did Tom use?,inspected,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,stick.png,chopsticks.png,chopsticks.png,stick.png,2,incongruent,congruent,NA,NA,1,1544,0.883813247,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,129,Training,46,Kate chose the gorilla with the sticky note,chose,gorilla,sticky note,Sentence,1,Mod,10,kategorillastickynote_nopauses.mp3,kategorillastickynotemodright.png,kategorillastickynoteinstleft.png,kategorillastickynotemodright.png,kategorillastickynoteinstleft.png,1,mod,inst,R,L,407,2452,0.887284571,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillastickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillastickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillastickynote_nopauses.mp3?raw=true
A,130,Training,46,What did Kate use?,chose,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,stickynote.png,tape.png,stickynote.png,tape.png,1,congruent,incongruent,NA,NA,1,1405,0.887284571,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/stickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,131,Training,58,Kate glanced at the gorilla with the crystal,glanced at,gorilla,crystal,Sentence,1,Mod,10,kategorillacrystal_nopauses.mp3,kategorillacrystalmodleft.png,kategorillacrystalinstright.png,kategorillacrystalinstright.png,kategorillacrystalmodleft.png,2,inst,mod,L,R,391,3039,0.895966288,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillacrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategorillacrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategorillacrystal_nopauses.mp3?raw=true
A,132,Training,58,What did Kate use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,crystal.png,jewel.png,crystal.png,jewel.png,1,congruent,incongruent,NA,NA,1,1405,0.895966288,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,133,Training,56,Kate glanced at the girl with the crystal,glanced at,girl,crystal,Sentence,1,Mod,8,kategirlcrystal_nopauses.mp3,kategirlcrystalmodleft.png,kategirlcrystalinstright.png,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,2,inst,mod,L,R,428,2749,0.898455713,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/kategirlcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/kategirlcrystal_nopauses.mp3?raw=true
A,134,Training,56,What did Kate use?,glanced at,NA,NA,Question_Incongruent,1,Mod,,whatdidkateuse.mp3,crystal.png,jewel.png,jewel.png,crystal.png,2,incongruent,congruent,NA,NA,1,1405,0.898455713,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidkateuse.mp3?raw=true
A,135,Training,33,Tom moved the whale with the pan,moved,whale,pan,Sentence,1,Mod,9,tomwhalepan_nopauses.mp3,tomwhalepanmodright.png,tomwhalepaninstleft.png,tomwhalepanmodright.png,tomwhalepaninstleft.png,1,mod,inst,R,L,512,2374,0.90133859,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalepaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalepan_nopauses.mp3?raw=true
A,136,Training,33,What did Tom use?,moved,NA,NA,Question_Incongruent,1,Mod,,whatdidtomuse.mp3,pan.png,wateringcan.png,pan.png,wateringcan.png,1,congruent,incongruent,NA,NA,1,1544,0.90133859,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/whatdidtomuse.mp3?raw=true
A,137,Training,57,Tom glanced at the whale with the crystal,glanced at,whale,crystal,Sentence,1,Mod,9,tomwhalecrystal_nopauses.mp3,tomwhalecrystalmodright.png,tomwhalecrystalinstleft.png,tomwhalecrystalmodright.png,tomwhalecrystalinstleft.png,1,mod,inst,R,L,557,2915,0.920660722,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalecrystalmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/modbias_list1_training/tomwhalecrystalinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/modbias_list1_training/tomwhalecrystal_nopauses.mp3?raw=true
