Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
B,Training,26,Which toy did Tom knock on?,knocked on,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomknockon.mp3,cowpan.png,cowwateringcan.png,cowwateringcan.png,cowpan.png,2,incongruent,congruent,NA,NA,1,2067,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/cowwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/cowpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomknockon.mp3?raw=true,0.203722095
B,Training,47,Kate hammered the buffalo with the tape,hammered,buffalo,tape,buffalotennisracket,Sentence,2,Inst,11,katebuffalotape_nopauses.mp3,katebuffalotapeinstleft2_context.png,katebuffalotapemodright2_context.png,katebuffalotapemodright2_context.png,katebuffalotapeinstleft2_context.png,2,mod,inst,R,L,408,2729,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalotapemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalotapeinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalotape_nopauses.mp3?raw=true,0.20868234
B,Training,47,Which toy did Kate hammer?,hammered,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatehammer.mp3,buffalotape.png,buffalostickynote.png,buffalotape.png,buffalostickynote.png,1,congruent,incongruent,NA,NA,1,2067,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalotape.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalostickynote.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatehammer.mp3?raw=true,0.20868234
B,Training,18,Tom hit the turtle with the pillow,hit,turtle,pillow,turtleoar,Sentence,2,Inst,6,tomturtlepillow_nopauses.mp3,tomturtlepillowinstright2_context.png,tomturtlepillowmodleft2_context.png,tomturtlepillowinstright2_context.png,tomturtlepillowmodleft2_context.png,1,inst,mod,L,R,600,2615,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlepillowinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlepillowmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlepillow_nopauses.mp3?raw=true,0.212686921
B,Training,18,Which toy did Tom hit? ,hit,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomhit.mp3,turtlepillow.png,turtleleaf.png,turtleleaf.png,turtlepillow.png,2,incongruent,congruent,NA,NA,1,1846,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtleleaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtlepillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomhit.mp3?raw=true,0.212686921
B,Training,53,Kate tapped the frog with the crystal,tapped,frog,crystal,frogladle,Sentence,2,Inst,5,katefrogcrystal_nopauses.mp3,katefrogcrystalinstright2_context.png,katefrogcrystalmodleft2_context.png,katefrogcrystalinstright2_context.png,katefrogcrystalmodleft2_context.png,1,inst,mod,L,R,428,2903,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogcrystalinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogcrystalmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogcrystal_nopauses.mp3?raw=true,0.216412119
B,Training,53,What did Kate use?,tapped,NA,NA,NA,Question_Congruent,2,Inst,,whatdidkateuse.mp3,crystal.png,jewel.png,jewel.png,crystal.png,2,incongruent,congruent,NA,NA,1,1405,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/jewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/crystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whatdidkateuse.mp3?raw=true,0.216412119
B,Training,71,Kate scratched the buffalo with the stick,scratched,buffalo,stick,buffalotennisracket,Sentence,2,Inst,11,katebuffalostick_nopauses.mp3,katebuffalostickinstleft2_context.png,katebuffalostickmodright2_context.png,katebuffalostickmodright2_context.png,katebuffalostickinstleft2_context.png,2,mod,inst,R,L,382,2960,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalostickmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalostickinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalostick_nopauses.mp3?raw=true,0.217367352
B,Training,71,Which toy did Kate scratch?,scratched,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatescratch.mp3,buffalostick.png,buffalochopsticks.png,buffalostick.png,buffalochopsticks.png,1,congruent,incongruent,NA,NA,1,1985,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalostick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalochopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatescratch.mp3?raw=true,0.217367352
B,Training,67,Kate scratched the pig with the stick,scratched,pig,stick,pigtennisracket,Sentence,2,Inst,7,katepigstick_nopauses.mp3,katepigstickinstleft2_context.png,katepigstickmodright2_context.png,katepigstickmodright2_context.png,katepigstickinstleft2_context.png,2,mod,inst,R,L,377,2865,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigstickmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigstickinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigstick_nopauses.mp3?raw=true,0.234015268
B,Training,67,Which toy did Kate scratch?,scratched,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatescratch.mp3,pigstick.png,pigchopsticks.png,pigstick.png,pigchopsticks.png,1,congruent,incongruent,NA,NA,1,1985,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/pigstick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/pigchopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatescratch.mp3?raw=true,0.234015268
B,Training,85,Kate rubbed the dolphin with the walkie-talkie,rubbed,dolphin,walkie-talkie,dolphinoar,Sentence,2,Inst,1,katedolphinwalkietalkie_nopauses.mp3,katedolphinwalkietalkieinstleft2_context.png,katedolphinwalkietalkiemodright2_context.png,katedolphinwalkietalkiemodright2_context.png,katedolphinwalkietalkieinstleft2_context.png,2,mod,inst,R,L,429,3425,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinwalkietalkiemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinwalkietalkieinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katedolphinwalkietalkie_nopauses.mp3?raw=true,0.235291658
B,Training,85,Which toy did Kate rub?,rubbed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykaterub.mp3,dolphinwalkietalkie.png,dolphinmegaphone.png,dolphinmegaphone.png,dolphinwalkietalkie.png,2,incongruent,congruent,NA,NA,1,2101,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/dolphinmegaphone.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/dolphinwalkietalkie.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykaterub.mp3?raw=true,0.235291658
B,Training,11,Kate covered the buffalo with the grass,covered,buffalo,grass,buffalomallet,Sentence,2,Inst,11,katebuffalograss_nopauses.mp3,katebuffalograssinstright2_context.png,katebuffalograssmodleft2_context.png,katebuffalograssinstright2_context.png,katebuffalograssmodleft2_context.png,1,inst,mod,L,R,374,3248,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalograssinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalograssmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalograss_nopauses.mp3?raw=true,0.236615581
B,Training,11,What did Kate use?,covered,NA,NA,NA,Question_Congruent,2,Inst,,whatdidkateuse.mp3,grass.png,feather.png,grass.png,feather.png,1,congruent,incongruent,NA,NA,1,1405,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/grass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/feather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whatdidkateuse.mp3?raw=true,0.236615581
B,Training,81,Kate jabbed the whale with the sack,jabbed,whale,sack,whalemallet,Sentence,2,Inst,9,katewhalesack_nopauses.mp3,katewhalesackinstright2_context.png,katewhalesackmodleft2_context.png,katewhalesackinstright2_context.png,katewhalesackmodleft2_context.png,1,inst,mod,L,R,413,2826,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalesackinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalesackmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katewhalesack_nopauses.mp3?raw=true,0.237237551
B,Training,81,Which toy did Kate jab?,jabbed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatejab.mp3,whalesack.png,whaletongs.png,whaletongs.png,whalesack.png,2,incongruent,congruent,NA,NA,1,2171,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/whaletongs.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/whalesack.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatejab.mp3?raw=true,0.237237551
B,Training,52,Tom tapped the lion with the crystal,tapped,lion,crystal,lionladle,Sentence,2,Inst,4,tomlioncrystal_nopauses.mp3,tomlioncrystalinstleft2_context.png,tomlioncrystalmodright2_context.png,tomlioncrystalmodright2_context.png,tomlioncrystalinstleft2_context.png,2,mod,inst,R,L,611,3061,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlioncrystalmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomlioncrystalinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomlioncrystal_nopauses.mp3?raw=true,0.249080163
B,Training,52,Which toy did Tom tap?,tapped,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomtap.mp3,lioncrystal.png,lionjewel.png,lioncrystal.png,lionjewel.png,1,congruent,incongruent,NA,NA,1,1881,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/lioncrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/lionjewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomtap.mp3?raw=true,0.249080163
B,Training,79,Kate jabbed the pig with the sack,jabbed,pig,sack,pigmallet,Sentence,2,Inst,7,katepigsack_nopauses.mp3,katepigsackinstright2_context.png,katepigsackmodleft2_context.png,katepigsackinstright2_context.png,katepigsackmodleft2_context.png,1,inst,mod,L,R,406,2794,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigsackinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigsackmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigsack_nopauses.mp3?raw=true,0.273581483
B,Training,79,Which toy did Kate jab?,jabbed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatejab.mp3,pigsack.png,pigtongs.png,pigsack.png,pigtongs.png,1,congruent,incongruent,NA,NA,1,2171,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/pigsack.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/pigtongs.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatejab.mp3?raw=true,0.273581483
B,Training,125,Kate slapped the frog with the spoon,slapped,frog,spoon,frogladle,Sentence,2,Inst,5,katefrogspoon_nopauses.mp3,katefrogspooninstright2_context.png,katefrogspoonmodleft2_context.png,katefrogspooninstright2_context.png,katefrogspoonmodleft2_context.png,1,inst,mod,L,R,406,3053,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogspooninstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogspoonmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogspoon_nopauses.mp3?raw=true,0.281981179
B,Training,125,Which toy did Kate slap?,slapped,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykateslap.mp3,frogspoon.png,frogspatula.png,frogspatula.png,frogspoon.png,2,incongruent,congruent,NA,NA,1,2194,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/frogspatula.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/frogspoon.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykateslap.mp3?raw=true,0.281981179
B,Training,135,Kate smashed the fox with the fencepost,smashed,fox,fencepost,foxoar,Sentence,2,Inst,3,katefoxfencepost_nopauses.mp3,katefoxfencepostinstleft2_context.png,katefoxfencepostmodright2_context.png,katefoxfencepostmodright2_context.png,katefoxfencepostinstleft2_context.png,2,mod,inst,R,L,406,3437,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxfencepostmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxfencepostinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefoxfencepost_nopauses.mp3?raw=true,0.301515267
B,Training,135,Which toy did Kate smash?,smashed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatesmash.mp3,foxfencepost.png,foxrope.png,foxfencepost.png,foxrope.png,1,congruent,incongruent,NA,NA,1,2276,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/foxfencepost.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/foxrope.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatesmash.mp3?raw=true,0.301515267
B,Training,83,Kate jabbed the buffalo with the sack,jabbed,buffalo,sack,buffalomallet,Sentence,2,Inst,11,katebuffalosack_nopauses.mp3,katebuffalosackinstright2_context.png,katebuffalosackmodleft2_context.png,katebuffalosackinstright2_context.png,katebuffalosackmodleft2_context.png,1,inst,mod,L,R,477,3032,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalosackinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalosackmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalosack_nopauses.mp3?raw=true,0.304025698
B,Training,83,Which toy did Kate jab?,jabbed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatejab.mp3,buffalosack.png,buffalotongs.png,buffalosack.png,buffalotongs.png,1,congruent,incongruent,NA,NA,1,2171,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalosack.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/buffalotongs.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatejab.mp3?raw=true,0.304025698
B,Training,77,Kate jabbed the frog with the tongs,jabbed,frog,tongs,frogladle,Sentence,2,Inst,5,katefrogtongs_nopauses.mp3,katefrogtongsinstright2_context.png,katefrogtongsmodleft2_context.png,katefrogtongsinstright2_context.png,katefrogtongsmodleft2_context.png,1,inst,mod,L,R,402,3061,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogtongsinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogtongsmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogtongs_nopauses.mp3?raw=true,0.312784214
B,Training,77,Which toy did Kate jab?,jabbed,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykatejab.mp3,frogtongs.png,frogsack.png,frogsack.png,frogtongs.png,2,incongruent,congruent,NA,NA,1,2171,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/frogsack.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/frogtongs.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykatejab.mp3?raw=true,0.312784214
B,Training,25,Kate knocked on the dolphin with the pan,knocked on,dolphin,pan,dolphinladle,Sentence,2,Inst,1,katedolphinpan_nopauses.mp3,katedolphinpaninstright2_context.png,katedolphinpanmodleft2_context.png,katedolphinpaninstright2_context.png,katedolphinpanmodleft2_context.png,1,inst,mod,L,R,468,3320,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinpaninstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinpanmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katedolphinpan_nopauses.mp3?raw=true,0.333492956
B,Training,25,Which toy did Kate knock on?,knocked on,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoykateknockon.mp3,dolphinpan.png,dolphinwateringcan.png,dolphinwateringcan.png,dolphinpan.png,2,incongruent,congruent,NA,NA,1,2055,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/dolphinwateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/dolphinpan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoykateknockon.mp3?raw=true,0.333492956
B,Training,54,Tom tapped the turtle with the crystal,tapped,turtle,crystal,turtleladle,Sentence,2,Inst,6,tomturtlecrystal_nopauses.mp3,tomturtlecrystalinstleft2_context.png,tomturtlecrystalmodright2_context.png,tomturtlecrystalmodright2_context.png,tomturtlecrystalinstleft2_context.png,2,mod,inst,R,L,588,3081,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecrystalmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecrystalinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlecrystal_nopauses.mp3?raw=true,0.33796026
B,Training,54,Which toy did Tom tap?,tapped,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomtap.mp3,turtlecrystal.png,turtlejewel.png,turtlejewel.png,turtlecrystal.png,2,incongruent,congruent,NA,NA,1,1881,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtlejewel.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtlecrystal.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomtap.mp3?raw=true,0.33796026
B,Training,114,Tom stung the turtle with the colored pencil,stung,turtle,colored pencil,turtleoar,Sentence,2,Inst,6,tomturtlecoloredpencil_nopauses.mp3,tomturtlecoloredpencilinstright2_context.png,tomturtlecoloredpencilmodleft2_context.png,tomturtlecoloredpencilinstright2_context.png,tomturtlecoloredpencilmodleft2_context.png,1,inst,mod,L,R,598,3431,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecoloredpencilinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecoloredpencilmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlecoloredpencil_nopauses.mp3?raw=true,0.342928665
B,Training,114,Which toy did Tom sting?,stung,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomsting.mp3,turtlecoloredpencil.png,turtlepin.png,turtlepin.png,turtlecoloredpencil.png,2,incongruent,congruent,NA,NA,1,2380,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtlepin.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/turtlecoloredpencil.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomsting.mp3?raw=true,0.342928665
B,Training,63,Kate scratched the fox with the chopsticks,scratched,fox,chopsticks,foxoar,Sentence,2,Inst,3,katefoxchopsticks_nopauses.mp3,katefoxchopsticksinstleft2_context.png,katefoxchopsticksmodright2_context.png,katefoxchopsticksmodright2_context.png,katefoxchopsticksinstleft2_context.png,2,mod,inst,R,L,393,3627,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxchopsticksmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxchopsticksinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefoxchopsticks_nopauses.mp3?raw=true,0.344117244
B,Training,63,What did Kate use?,scratched,NA,NA,NA,Question_Congruent,2,Inst,,whatdidkateuse.mp3,chopsticks.png,stick.png,chopsticks.png,stick.png,1,congruent,incongruent,NA,NA,1,1405,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whatdidkateuse.mp3?raw=true,0.344117244
B,Training,12,Tom covered the hawk with the grass,covered,hawk,grass,hawkmallet,Sentence,2,Inst,12,tomhawkgrass_nopauses.mp3,tomhawkgrassinstleft2_context.png,tomhawkgrassmodright2_context.png,tomhawkgrassmodright2_context.png,tomhawkgrassinstleft2_context.png,2,mod,inst,R,L,673,3115,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawkgrassmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomhawkgrassinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomhawkgrass_nopauses.mp3?raw=true,0.357521273
B,Training,12,"Which toy did Tom cover? 	",covered,NA,NA,NA,Question_Incongruent,2,Inst,,whichtoytomcover.mp3,hawkgrass.png,hawkfeather.png,hawkgrass.png,hawkfeather.png,1,congruent,incongruent,NA,NA,1,2241,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/hawkgrass.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/hawkfeather.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whichtoytomcover.mp3?raw=true,0.357521273
B,Training,80,Tom jabbed the girl with the sack,jabbed,girl,sack,girlmallet,Sentence,2,Inst,8,tomgirlsack_nopauses.mp3,tomgirlsackinstleft2_context.png,tomgirlsackmodright2_context.png,tomgirlsackmodright2_context.png,tomgirlsackinstleft2_context.png,2,mod,inst,R,L,727,3155,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlsackmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlsackinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirlsack_nopauses.mp3?raw=true,0.35824633
